0,1356123600,1.00000000
1,1356123634,1.00000000
2,1356123696,1.00000000
3,1356123758,1.00000000
4,1356123820,1.00000000
5,1356123882,1.00000000
6,1356123943,1.00000000
7,1356124005,1.00000000
8,1356124066,1.00000000
9,1356124127,1.00000000
10,1356124189,1.00000000
11,1356124250,1.00000000
12,1356124311,1.00000000
13,1356124373,1.00000000
14,1356124434,1.00000000
15,1356124496,1.00000000
16,1356124557,1.00000000
17,1356124619,1.00000000
18,1356124680,1.00000000
19,1356124721,1.00000000
20,1356124741,1.00000000
21,1356124746,1.00000000
22,1356124751,1.00000000
23,1356124771,1.00000000
24,1356124802,1.00000000
25,1356124832,1.00000000
26,1356124839,1.00000000
27,1356124847,1.00000000
28,1356124851,1.00000000
29,1356124860,1.00000000
30,1356124866,1.00000000
31,1356124871,1.00000000
32,1356124876,1.00000000
33,1356124890,1.00000000
34,1356124897,1.00000000
35,1356124901,1.00000000
36,1356124905,1.00000000
37,1356124907,1.00000000
38,1356124922,1.00000000
39,1356124928,1.00000000
40,1356124933,1.00000000
41,1356124950,1.00000000
42,1356124958,1.00000000
43,1356124965,1.00000000
44,1356124985,1.00000000
45,1356125000,1.00000000
46,1356125005,1.00000000
47,1356125011,1.00000000
48,1356125043,1.00000000
49,1356125049,1.00000000
50,1356125059,1.00000000
51,1356125073,1.00000000
52,1356125079,1.00000000
53,1356125098,1.00000000
54,1356125113,1.00000000
55,1356125118,1.00000000
56,1356125123,1.00000000
57,1356125128,1.00000000
58,1356125143,1.00000000
59,1356125153,1.00000000
60,1356125160,1.00000000
61,1356125162,1.00000000
62,1356125173,1.00000000
63,1356125177,1.00000000
64,1356125188,1.00000000
65,1356125202,1.00000000
66,1356125212,1.00000000
67,1356125218,1.00000000
68,1356125238,1.00000000
69,1356125241,1.00000000
70,1356125272,1.00000000
71,1356125278,1.00000000
72,1356125298,1.00000000
73,1356125314,1.00000000
74,1356125320,1.00000000
75,1356125325,1.00000000
76,1356125329,1.00000000
77,1356125349,1.00000000
78,1356125354,1.00000000
79,1356125360,1.00000000
80,1356125374,1.00000000
81,1356125381,1.00000000
82,1356125390,1.00000000
83,1356125411,1.00000000
84,1356125436,1.00000000
85,1356125455,1.00000000
86,1356125466,1.00000000
87,1356125470,1.00000000
88,1356125482,1.00000000
89,1356125500,1.00000000
90,1356125511,1.00000000
91,1356125517,1.00000000
